SYMBOL   :   VALUE
MODELSTAT    13.000000000000000
SOLVESTAT    13.000000000000000
OBJEST                    NA
OBJVAL                    NA
NUMVAR  9.077000000000001E+4
NUMEQU  1.049830000000000E+5
NUMDVAR  3.420200000000000E+4
NUMNZ  4.932630000000001E+5
ETSOLVE  1.139959100007545E+4
