Inlet TDS (g/kg),Outlet TDS (g/kg),Flow (L/s),CAPEX (kUSD/year),OPEX (kUSD/year),Energy (kW/year),Recovery,Status
79.03455976,230.9078064,12.42701913,177.3349059,650.3578995,464.5413568,0.657722443,1
79.03455976,152.2373017,12.42701913,128.8574307,414.6638178,296.1884413,0.480846291,1
79.03455976,88.17708915,12.42701913,119.3803105,381.9013248,272.7866605,0.103683729,1
79.03455976,93.04476354,12.42701913,119.3803105,381.9013248,272.7866605,0.150574877,1
79.03455976,242.2378273,12.42701913,180.7308016,681.337253,486.6694664,0.673731553,1
45.29836243,63.52445686,12.42701913,158.5810652,467.2850736,333.7750526,0.286914605,1
45.29836243,98.19624606,12.42701913,158.5810652,467.2850736,333.7750526,0.538695579,1
45.29836243,132.3439459,12.42701913,158.5810652,467.2850736,333.7750526,0.657722443,1
45.29836243,87.25424025,12.42701913,158.5810652,467.2850736,333.7750526,0.480846291,1
45.29836243,50.53836897,12.42701913,158.5810652,467.2850736,333.7750526,0.103683729,1
45.29836243,53.32825834,12.42701913,158.5810652,467.2850736,333.7750526,0.150574877,1
45.29836243,138.837705,12.42701913,161.082177,479.8963776,342.7831268,0.673731553,1
138.3445728,194.0084227,12.42701913,98.41777691,380.5702188,271.8358706,0.286914605,1
138.3445728,299.8986494,12.42701913,178.0799583,754.8326212,539.166158,0.538695579,1
166.8289472,233.9536727,12.42701913,104.3257398,430.1373897,307.2409926,0.286914605,1
40.46175289,56.74180563,12.42701913,162.0266771,475.1574361,339.3981686,0.286914605,1
40.46175289,87.71160877,12.42701913,162.0266771,475.1574361,339.3981686,0.538695579,1
40.46175289,118.2132808,12.42701913,162.0266771,475.1574361,339.3981686,0.657722443,1
40.46175289,77.9379059,12.42701913,162.0266771,475.1574361,339.3981686,0.480846291,1
40.46175289,45.14227198,12.42701913,162.0266771,475.1574361,339.3981686,0.103683729,1
40.46175289,47.6342785,12.42701913,162.0266771,475.1574361,339.3981686,0.150574877,1
40.46175289,124.0136864,12.42701913,162.0266771,475.1574361,339.3981686,0.673731553,1
40.46175289,285.8296073,12.42701913,162.9881581,810.7457672,579.1041195,0.858441002,1
40.46175289,45.65313115,12.42701913,162.0266771,475.1574361,339.3981686,0.11371352,1
62.08722632,87.0684307,12.42701913,141.2950004,430.8177645,307.7269746,0.286914605,1
62.08722632,134.5905729,12.42701913,141.2950004,430.8177645,307.7269746,0.538695579,1
62.08722632,181.3943834,12.42701913,167.2919565,549.2061246,392.290089,0.657722443,1
62.08722632,119.593148,12.42701913,141.2950004,430.8177645,307.7269746,0.480846291,1
62.08722632,69.2693286,12.42701913,141.2950004,430.8177645,307.7269746,0.103683729,1
62.08722632,73.09323047,12.42701913,141.2950004,430.8177645,307.7269746,0.150574877,1
62.08722632,190.2949147,12.42701913,170.6955959,572.1562659,408.6830471,0.673731553,1
199.0520069,279.1418927,12.42701913,111.7538508,494.1492058,352.9637184,0.286914605,1
180.4249018,253.0200492,12.42701913,107.3651699,456.1225888,325.8018491,0.286914605,1
39.69991957,55.67344365,12.42701913,162.4802815,476.2771285,340.1979489,0.286914605,1
39.69991957,86.06013246,12.42701913,162.4802815,476.2771285,340.1979489,0.538695579,1
39.69991957,115.9875043,12.42701913,162.4802815,476.2771285,340.1979489,0.657722443,1
39.69991957,76.47045356,12.42701913,162.4802815,476.2771285,340.1979489,0.480846291,1
39.69991957,44.29231159,12.42701913,162.4802815,476.2771285,340.1979489,0.103683729,1
39.69991957,46.73739742,12.42701913,162.4802815,476.2771285,340.1979489,0.150574877,1
39.69991957,121.6786971,12.42701913,162.4802815,476.2771285,340.1979489,0.673731553,1
39.69991957,280.4478701,12.42701913,162.7393449,798.5656686,570.404049,0.858441002,1
39.69991957,44.79355206,12.42701913,162.4802815,476.2771285,340.1979489,0.11371352,1
163.8995097,229.8455567,12.42701913,103.689133,424.7348499,303.3820357,0.286914605,1
45.8909094,64.35541901,12.42701913,158.0984182,466.2328645,333.0234746,0.286914605,1
45.8909094,99.48074919,12.42701913,158.0984182,466.2328645,333.0234746,0.538695579,1
45.8909094,134.0751344,12.42701913,158.1733344,466.5872008,333.276572,0.657722443,1
45.8909094,88.39561123,12.42701913,158.0984182,466.2328645,333.0234746,0.480846291,1
45.8909094,51.19946037,12.42701913,158.0984182,466.2328645,333.0234746,0.103683729,1
45.8909094,54.02584423,12.42701913,158.0984182,466.2328645,333.0234746,0.150574877,1
45.8909094,140.6538383,12.42701913,161.409977,482.8700265,344.9071618,0.673731553,1
166.1365111,232.9826304,12.42701913,104.1746748,428.8540912,306.3243509,0.286914605,1
68.91033792,96.63686618,12.42701913,132.8056005,412.4472575,294.6051839,0.286914605,1
68.91033792,149.3814817,12.42701913,140.5923789,440.4024454,314.5731753,0.538695579,1
68.91033792,201.328824,12.42701913,171.2982995,588.1782584,420.1273274,0.657722443,1
68.91033792,132.7359061,12.42701913,132.8056005,412.4472575,294.6051839,0.480846291,1
68.91033792,76.88172148,12.42701913,132.8056005,412.4472575,294.6051839,0.103683729,1
68.91033792,81.12585326,12.42701913,132.8056005,412.4472575,294.6051839,0.150574877,1
68.91033792,211.2074843,12.42701913,174.7238383,614.247835,438.7484536,0.673731553,1
123.736035,173.5220435,12.42701913,95.63924062,357.7225634,255.5161167,0.286914605,1
123.736035,268.230759,12.42701913,169.4140353,676.5640492,483.2600352,0.538695579,1
178.7399574,250.6571564,6.365362553,64.71331425,232.688486,166.2060614,0.286914605,1
136.5510556,191.493272,6.365362553,59.36820557,194.1201797,138.6572712,0.286914605,1
136.5510556,296.0107239,6.365362553,100.8020293,381.350834,272.3934528,0.538695579,1
171.1722498,240.0445317,6.365362553,63.69515938,225.2248357,160.8748827,0.286914605,1
99.57201141,139.6354659,6.365362553,57.36491499,164.7230129,117.659295,0.286914605,1
99.57201141,215.8488124,6.365362553,88.58501717,287.5509924,205.393566,0.538695579,1
99.57201141,290.9101386,6.365362553,107.2619924,407.2600456,290.9000326,0.657722443,1
99.57201141,191.7967834,6.365362553,79.07502679,246.320705,175.9433607,0.480846291,1
99.57201141,111.0902642,6.365362553,57.36491499,164.7230129,117.659295,0.103683729,1
99.57201141,117.2228236,6.365362553,57.36491499,164.7230129,117.659295,0.150574877,1
132.2831082,185.5080879,6.365362553,58.87393024,190.6328399,136.1663142,0.286914605,1
132.2831082,286.7588131,6.365362553,99.32114831,369.4952987,263.9252134,0.538695579,1
148.7734534,208.6334322,6.365362553,60.83211966,204.529515,146.0925107,0.286914605,1
79.03455976,110.8346354,6.365362553,69.18421482,195.6173372,139.7266694,0.286914605,1
79.03455976,171.3284247,6.365362553,82.52407818,244.4204663,174.5860473,0.538695579,1
79.03455976,230.9078064,6.365362553,99.4886236,333.1260518,237.9471799,0.657722443,1
79.03455976,152.2373017,6.365362553,74.0374659,212.3989277,151.7135198,0.480846291,1
79.03455976,88.17708915,6.365362553,69.18421482,195.6173372,139.7266694,0.103683729,1
79.03455976,93.04476354,6.365362553,69.18421482,195.6173372,139.7266694,0.150574877,1
79.03455976,242.2378273,6.365362553,101.4547469,348.9942833,249.281631,0.673731553,1
45.29836243,63.52445686,6.365362553,88.26048592,239.3525653,170.9661181,0.286914605,1
45.29836243,98.19624606,6.365362553,88.26048592,239.3525653,170.9661181,0.538695579,1
45.29836243,132.3439459,6.365362553,88.26048592,239.3525653,170.9661181,0.657722443,1
45.29836243,87.25424025,6.365362553,88.26048592,239.3525653,170.9661181,0.480846291,1
45.29836243,50.53836897,6.365362553,88.26048592,239.3525653,170.9661181,0.103683729,1
45.29836243,53.32825834,6.365362553,88.26048592,239.3525653,170.9661181,0.150574877,1
45.29836243,138.837705,6.365362553,89.57511465,245.8123222,175.5802301,0.673731553,1
138.3445728,194.0084227,6.365362553,59.5785497,195.6084691,139.7203351,0.286914605,1
138.3445728,299.8986494,6.365362553,101.4606858,386.6400502,276.1714644,0.538695579,1
166.8289472,233.9536727,6.365362553,63.1222323,221.0486082,157.891863,0.286914605,1
40.46175289,56.74180563,6.365362553,89.91148494,243.3849436,173.8463883,0.286914605,1
40.46175289,87.71160877,6.365362553,89.91148494,243.3849436,173.8463883,0.538695579,1
40.46175289,118.2132808,6.365362553,89.91148494,243.3849436,173.8463883,0.657722443,1
40.46175289,77.9379059,6.365362553,89.91148494,243.3849436,173.8463883,0.480846291,1
40.46175289,45.14227198,6.365362553,89.91148494,243.3849436,173.8463883,0.103683729,1
40.46175289,47.6342785,6.365362553,89.91148494,243.3849436,173.8463883,0.150574877,1
40.46175289,124.0136864,6.365362553,89.91148494,243.3849436,173.8463883,0.673731553,1
40.46175289,285.8296073,6.365362553,94.69086905,415.2798585,296.6284703,0.858441002,1
40.46175289,45.65313115,6.365362553,89.91148494,243.3849436,173.8463883,0.11371352,1
62.08722632,87.0684307,6.365362553,79.93508699,220.6732955,157.6237825,0.286914605,1
62.08722632,134.5905729,6.365362553,79.93508699,220.6732955,157.6237825,0.538695579,1
62.08722632,181.3943834,6.365362553,93.45219828,281.3141319,200.9386657,0.657722443,1
62.08722632,119.593148,6.365362553,79.93508699,220.6732955,157.6237825,0.480846291,1
62.08722632,69.2693286,6.365362553,79.93508699,220.6732955,157.6237825,0.103683729,1
62.08722632,73.09323047,6.365362553,79.93508699,220.6732955,157.6237825,0.150574877,1
62.08722632,190.2949147,6.365362553,95.31878813,293.0696437,209.3354598,0.673731553,1
199.0520069,279.1418927,6.365362553,67.56768734,253.8922933,181.3516381,0.286914605,1
180.4249018,253.0200492,6.365362553,64.94340669,234.382567,167.4161193,0.286914605,1
39.69991957,55.67344365,6.365362553,90.12924094,243.958472,174.2560514,0.286914605,1
39.69991957,86.06013246,6.365362553,90.12924094,243.958472,174.2560514,0.538695579,1
39.69991957,115.9875043,6.365362553,90.12924094,243.958472,174.2560514,0.657722443,1
39.69991957,76.47045356,6.365362553,90.12924094,243.958472,174.2560514,0.480846291,1
39.69991957,44.29231159,6.365362553,90.12924094,243.958472,174.2560514,0.103683729,1
39.69991957,46.73739742,6.365362553,90.12924094,243.958472,174.2560514,0.150574877,1
39.69991957,121.6786971,6.365362553,90.12924094,243.958472,174.2560514,0.673731553,1
39.69991957,280.4478701,6.365362553,94.43217056,409.0409734,292.1721239,0.858441002,1
39.69991957,44.79355206,6.365362553,90.12924094,243.958472,174.2560514,0.11371352,1
163.8995097,229.8455567,6.365362553,62.74057149,218.2761385,155.9115275,0.286914605,1
45.8909094,64.35541901,6.365362553,88.02930742,238.8136032,170.5811452,0.286914605,1
45.8909094,99.48074919,6.365362553,88.02930742,238.8136032,170.5811452,0.538695579,1
45.8909094,134.0751344,6.365362553,88.06836537,238.9951012,170.7107866,0.657722443,1
45.8909094,88.39561123,6.365362553,88.02930742,238.8136032,170.5811452,0.480846291,1
45.8909094,51.19946037,6.365362553,88.02930742,238.8136032,170.5811452,0.103683729,1
45.8909094,54.02584423,6.365362553,88.02930742,238.8136032,170.5811452,0.150574877,1
45.8909094,140.6538383,6.365362553,89.76910586,247.3354834,176.6682024,0.673731553,1
166.1365111,232.9826304,6.365362553,63.03167072,220.3900538,157.421467,0.286914605,1
68.91033792,96.63686618,6.365362553,75.79887315,211.2635621,150.9025443,0.286914605,1
68.91033792,149.3814817,6.365362553,79.7723926,225.5827567,161.1305405,0.538695579,1
68.91033792,201.328824,6.365362553,95.84562812,301.276422,215.1974443,0.657722443,1
68.91033792,132.7359061,6.365362553,75.79887315,211.2635621,150.9025443,0.480846291,1
68.91033792,76.88172148,6.365362553,75.79887315,211.2635621,150.9025443,0.103683729,1
68.91033792,81.12585326,6.365362553,75.79887315,211.2635621,150.9025443,0.150574877,1
68.91033792,211.2074843,6.365362553,97.76288024,314.6297696,224.7355497,0.673731553,1
123.736035,173.5220435,6.365362553,57.91096269,183.8791105,131.3422218,0.286914605,1
123.736035,268.230759,6.365362553,96.40636404,346.5493549,247.5352535,0.538695579,1
178.7399574,250.6571564,1.817602033,30.40114963,67.16266286,47.97333062,0.286914605,1
136.5510556,191.493272,1.817602033,28.43034,56.00930369,40.0066455,0.286914605,1
136.5510556,296.0107239,1.817602033,41.01422413,109.062145,77.90153213,0.538695579,1
171.1722498,240.0445317,1.817602033,30.02332368,65.0063921,46.43313721,0.286914605,1
99.57201141,139.6354659,1.817602033,27.12681638,47.5413815,33.95812964,0.286914605,1
99.57201141,215.8488124,1.817602033,36.3497458,82.24889784,58.74921274,0.538695579,1
99.57201141,290.9101386,1.817602033,42.69281266,116.291363,83.06525928,0.657722443,1
99.57201141,191.7967834,1.817602033,33.36139336,70.4970855,50.35506107,0.480846291,1
99.57201141,111.0902642,1.817602033,27.12681638,47.5413815,33.95812964,0.103683729,1
99.57201141,117.2228236,1.817602033,27.12681638,47.5413815,33.95812964,0.150574877,1
132.2831082,185.5080879,1.817602033,28.24992119,54.99938859,39.28527757,0.286914605,1
132.2831082,286.7588131,1.817602033,40.40098353,105.683628,75.48830572,0.538695579,1
148.7734534,208.6334322,1.817602033,28.96671023,59.02228906,42.1587779,0.286914605,1
79.03455976,110.8346354,1.817602033,30.31631364,55.99752906,39.99823504,0.286914605,1
79.03455976,171.3284247,1.817602033,34.10227923,69.91417334,49.93869524,0.538695579,1
79.03455976,230.9078064,1.817602033,39.56733671,95.12271833,67.94479881,0.657722443,1
79.03455976,152.2373017,1.817602033,31.52212921,60.78734592,43.4195328,0.480846291,1
79.03455976,88.17708915,1.817602033,30.31631364,55.99752906,39.99823504,0.103683729,1
79.03455976,93.04476354,1.817602033,30.31631364,55.99752906,39.99823504,0.150574877,1
79.03455976,242.2378273,1.817602033,40.24245322,99.65382394,71.18130281,0.673731553,1
45.29836243,63.52445686,1.817602033,35.21056077,68.34610062,48.8186433,0.286914605,1
45.29836243,98.19624606,1.817602033,35.21056077,68.34610062,48.8186433,0.538695579,1
45.29836243,132.3439459,1.817602033,35.21056077,68.34610062,48.8186433,0.657722443,1
45.29836243,87.25424025,1.817602033,35.21056077,68.34610062,48.8186433,0.480846291,1
45.29836243,50.53836897,1.817602033,35.21056077,68.34610062,48.8186433,0.103683729,1
45.29836243,53.32825834,1.817602033,35.21056077,68.34610062,48.8186433,0.150574877,1
45.29836243,138.837705,1.817602033,35.60276355,70.19065655,50.13618325,0.673731553,1
138.3445728,194.0084227,1.817602033,28.50722723,56.44022562,40.31444687,0.286914605,1
138.3445728,299.8986494,1.817602033,41.26602442,110.5760682,78.98290587,0.538695579,1
166.8289472,233.9536727,1.817602033,29.81116113,63.79944959,45.57103542,0.286914605,1
40.46175289,56.74180563,1.817602033,35.57814724,69.49752897,49.64109212,0.286914605,1
40.46175289,87.71160877,1.817602033,35.57814724,69.49752897,49.64109212,0.538695579,1
40.46175289,118.2132808,1.817602033,35.57814724,69.49752897,49.64109212,0.657722443,1
40.46175289,77.9379059,1.817602033,35.57814724,69.49752897,49.64109212,0.480846291,1
40.46175289,45.14227198,1.817602033,35.57814724,69.49752897,49.64109212,0.103683729,1
40.46175289,47.6342785,1.817602033,35.57814724,69.49752897,49.64109212,0.150574877,1
40.46175289,124.0136864,1.817602033,35.57814724,69.49752897,49.64109212,0.673731553,1
40.46175289,285.8296073,1.817602033,38.47242206,118.5813862,84.70099015,0.858441002,1
40.46175289,45.65313115,1.817602033,35.57814724,69.49752897,49.64109212,0.11371352,1
62.08722632,87.0684307,1.817602033,33.20331919,63.0123151,45.0087965,0.286914605,1
62.08722632,134.5905729,1.817602033,33.20331919,63.0123151,45.0087965,0.538695579,1
62.08722632,181.3943834,1.817602033,37.21697198,80.32804636,57.37717597,0.657722443,1
62.08722632,119.593148,1.817602033,33.20331919,63.0123151,45.0087965,0.480846291,1
62.08722632,69.2693286,1.817602033,33.20331919,63.0123151,45.0087965,0.103683729,1
62.08722632,73.09323047,1.817602033,33.20331919,63.0123151,45.0087965,0.150574877,1
62.08722632,190.2949147,1.817602033,37.81293358,83.68478245,59.77484461,0.673731553,1
199.0520069,279.1418927,1.817602033,31.46493459,73.28350945,52.3453639,0.286914605,1
180.4249018,253.0200492,1.817602033,30.48666586,67.65195727,48.32282662,0.286914605,1
39.69991957,55.67344365,1.817602033,35.62423161,69.66129754,49.75806967,0.286914605,1
39.69991957,86.06013246,1.817602033,35.62423161,69.66129754,49.75806967,0.538695579,1
39.69991957,115.9875043,1.817602033,35.62423161,69.66129754,49.75806967,0.657722443,1
39.69991957,76.47045356,1.817602033,35.62423161,69.66129754,49.75806967,0.480846291,1
39.69991957,44.29231159,1.817602033,35.62423161,69.66129754,49.75806967,0.103683729,1
39.69991957,46.73739742,1.817602033,35.62423161,69.66129754,49.75806967,0.150574877,1
39.69991957,121.6786971,1.817602033,35.62423161,69.66129754,49.75806967,0.673731553,1
39.69991957,280.4478701,1.817602033,38.32650665,116.7998993,83.4284995,0.858441002,1
39.69991957,44.79355206,1.817602033,35.62423161,69.66129754,49.75806967,0.11371352,1
163.8995097,229.8455567,1.817602033,29.67001618,62.99802767,44.99859119,0.286914605,1
45.8909094,64.35541901,1.817602033,35.15742767,68.1922023,48.70871593,0.286914605,1
45.8909094,99.48074919,1.817602033,35.15742767,68.1922023,48.70871593,0.538695579,1
45.8909094,134.0751344,1.817602033,35.16896621,68.24402827,48.74573448,0.657722443,1
45.8909094,88.39561123,1.817602033,35.15742767,68.1922023,48.70871593,0.480846291,1
45.8909094,51.19946037,1.817602033,35.15742767,68.1922023,48.70871593,0.103683729,1
45.8909094,54.02584423,1.817602033,35.15742767,68.1922023,48.70871593,0.150574877,1
45.8909094,140.6538383,1.817602033,35.67650658,70.62558871,50.44684908,0.673731553,1
166.1365111,232.9826304,1.817602033,29.77765588,63.60909741,45.43506958,0.286914605,1
68.91033792,96.63686618,1.817602033,32.1089441,60.38233771,43.13024122,0.286914605,1
68.91033792,149.3814817,1.817602033,33.09210949,64.5269227,46.09065907,0.538695579,1
68.91033792,201.328824,1.817602033,38.14159816,86.02819286,61.44870918,0.657722443,1
68.91033792,132.7359061,1.817602033,32.1089441,60.38233771,43.13024122,0.480846291,1
68.91033792,76.88172148,1.817602033,32.1089441,60.38233771,43.13024122,0.103683729,1
68.91033792,81.12585326,1.817602033,32.1089441,60.38233771,43.13024122,0.150574877,1
68.91033792,211.2074843,1.817602033,38.7715517,89.84118413,64.17227438,0.673731553,1
123.736035,173.5220435,1.817602033,27.93230133,52.99571494,37.8540821,0.286914605,1
123.736035,268.230759,1.817602033,39.29265232,99.12143863,70.80102759,0.538695579,1
178.7399574,250.6571564,23.46248885,180.0077842,853.5371555,609.6693968,0.286914605,1
136.5510556,191.493272,23.46248885,165.538619,711.7842411,508.4173151,0.286914605,1
136.5510556,296.0107239,23.46248885,316.8396197,1405.644944,1004.032103,0.538695579,1
171.1722498,240.0445317,23.46248885,177.2457779,826.0987375,590.0705268,0.286914605,1
99.57201141,139.6354659,23.46248885,162.8183189,604.4182176,431.7272983,0.286914605,1
99.57201141,215.8488124,23.46248885,281.1817147,1059.902228,757.0730201,0.538695579,1
99.57201141,290.9101386,23.46248885,336.18805,1507.680441,1076.914601,0.657722443,1
99.57201141,191.7967834,23.46248885,245.6829641,907.9289275,648.5206625,0.480846291,1
99.57201141,111.0902642,23.46248885,162.8183189,604.4182176,431.7272983,0.103683729,1
99.57201141,117.2228236,23.46248885,162.8183189,604.4182176,431.7272983,0.150574877,1
132.2831082,185.5080879,23.46248885,164.202902,698.9717784,499.265556,0.286914605,1
132.2831082,286.7588131,23.46248885,312.5734263,1361.945884,972.8184884,0.538695579,1
148.7734534,208.6334322,23.46248885,169.4960532,750.0333581,535.7381129,0.286914605,1
79.03455976,110.8346354,23.46248885,211.8109872,721.0382055,515.0272897,0.286914605,1
79.03455976,171.3284247,23.46248885,263.1150691,900.9247183,643.5176559,0.538695579,1
79.03455976,230.9078064,23.46248885,323.680784,1227.890197,877.0644262,0.657722443,1
79.03455976,152.2373017,23.46248885,230.5134952,782.894522,559.2103729,0.480846291,1
79.03455976,88.17708915,23.46248885,211.8109872,721.0382055,515.0272897,0.103683729,1
79.03455976,93.04476354,23.46248885,211.8109872,721.0382055,515.0272897,0.150574877,1
79.03455976,242.2378273,23.46248885,329.3854449,1286.379906,918.84279,0.673731553,1
45.29836243,63.52445686,23.46248885,293.4498953,882.2446246,630.1747319,0.286914605,1
45.29836243,98.19624606,23.46248885,293.4498953,882.2446246,630.1747319,0.538695579,1
45.29836243,132.3439459,23.46248885,293.4498953,882.2446246,630.1747319,0.657722443,1
45.29836243,87.25424025,23.46248885,293.4498953,882.2446246,630.1747319,0.480846291,1
45.29836243,50.53836897,23.46248885,293.4498953,882.2446246,630.1747319,0.103683729,1
45.29836243,53.32825834,23.46248885,293.4498953,882.2446246,630.1747319,0.150574877,1
45.29836243,138.837705,23.46248885,298.2463434,906.0550474,647.1821767,0.673731553,1
138.3445728,194.0084227,23.46248885,166.107114,717.2524889,512.3232063,0.286914605,1
138.3445728,299.8986494,23.46248885,318.3033609,1425.573561,1018.266829,0.538695579,1
166.8289472,233.9536727,23.46248885,175.6933574,810.7470827,579.105059,0.286914605,1
40.46175289,56.74180563,23.46248885,300.7192867,897.1078204,640.7913003,0.286914605,1
40.46175289,87.71160877,23.46248885,300.7192867,897.1078204,640.7913003,0.538695579,1
40.46175289,118.2132808,23.46248885,300.7192867,897.1078204,640.7913003,0.657722443,1
40.46175289,77.9379059,23.46248885,300.7192867,897.1078204,640.7913003,0.480846291,1
40.46175289,45.14227198,23.46248885,300.7192867,897.1078204,640.7913003,0.103683729,1
40.46175289,47.6342785,23.46248885,300.7192867,897.1078204,640.7913003,0.150574877,1
40.46175289,124.0136864,23.46248885,300.7192867,897.1078204,640.7913003,0.673731553,1
40.46175289,285.8296073,23.46248885,282.9178931,1530.706063,1093.361473,0.858441002,1
40.46175289,45.65313115,23.46248885,300.7192867,897.1078204,640.7913003,0.11371352,1
62.08722632,87.0684307,23.46248885,257.0430624,813.393533,580.9953807,0.286914605,1
62.08722632,134.5905729,23.46248885,257.0430624,813.393533,580.9953807,0.538695579,1
62.08722632,181.3943834,23.46248885,307.5983923,1036.913393,740.6524238,0.657722443,1
62.08722632,119.593148,23.46248885,257.0430624,813.393533,580.9953807,0.480846291,1
62.08722632,69.2693286,23.46248885,257.0430624,813.393533,580.9953807,0.103683729,1
62.08722632,73.09323047,23.46248885,257.0430624,813.393533,580.9953807,0.150574877,1
62.08722632,190.2949147,23.46248885,313.7810081,1080.243771,771.6026937,0.673731553,1
199.0520069,279.1418927,23.46248885,187.7899957,931.5037216,665.3598011,0.286914605,1
180.4249018,253.0200492,23.46248885,180.6326753,859.7654647,614.1181891,0.286914605,1
39.69991957,55.67344365,23.46248885,301.6716006,899.2218246,642.3013033,0.286914605,1
39.69991957,86.06013246,23.46248885,301.6716006,899.2218246,642.3013033,0.538695579,1
39.69991957,115.9875043,23.46248885,301.6716006,899.2218246,642.3013033,0.657722443,1
39.69991957,76.47045356,23.46248885,301.6716006,899.2218246,642.3013033,0.480846291,1
39.69991957,44.29231159,23.46248885,301.6716006,899.2218246,642.3013033,0.103683729,1
39.69991957,46.73739742,23.46248885,301.6716006,899.2218246,642.3013033,0.150574877,1
39.69991957,121.6786971,23.46248885,301.6716006,899.2218246,642.3013033,0.673731553,1
39.69991957,280.4478701,23.46248885,282.9984472,1507.709765,1076.935547,0.858441002,1
39.69991957,44.79355206,23.46248885,301.6716006,899.2218246,642.3013033,0.11371352,1
163.8995097,229.8455567,23.46248885,174.6597535,800.5561205,571.8258004,0.286914605,1
45.8909094,64.35541901,23.46248885,292.429418,880.2580305,628.755736,0.286914605,1
45.8909094,99.48074919,23.46248885,292.429418,880.2580305,628.755736,0.538695579,1
45.8909094,134.0751344,23.46248885,292.5745522,880.9270253,629.2335895,0.657722443,1
45.8909094,88.39561123,23.46248885,292.429418,880.2580305,628.755736,0.480846291,1
45.8909094,51.19946037,23.46248885,292.429418,880.2580305,628.755736,0.103683729,1
45.8909094,54.02584423,23.46248885,292.429418,880.2580305,628.755736,0.150574877,1
45.8909094,140.6538383,23.46248885,298.7841533,911.6693627,651.192402,0.673731553,1
166.1365111,232.9826304,23.46248885,175.448064,808.3263489,577.3759635,0.286914605,1
68.91033792,96.63686618,23.46248885,239.3779607,778.7096068,556.2211477,0.286914605,1
68.91033792,149.3814817,23.46248885,254.8370314,831.4896239,593.9211599,0.538695579,1
68.91033792,201.328824,23.46248885,314.0775387,1110.49365,793.2097498,0.657722443,1
68.91033792,132.7359061,23.46248885,239.3779607,778.7096068,556.2211477,0.480846291,1
68.91033792,76.88172148,23.46248885,239.3779607,778.7096068,556.2211477,0.103683729,1
68.91033792,81.12585326,23.46248885,239.3779607,778.7096068,556.2211477,0.150574877,1
68.91033792,211.2074843,23.46248885,320.127309,1159.713591,828.3668506,0.673731553,1
123.736035,173.5220435,23.46248885,161.6012113,674.1614385,481.5438847,0.286914605,1
123.736035,268.230759,23.46248885,304.1308515,1277.367991,912.4057079,0.538695579,1
178.7399574,250.6571564,28.9569436,215.7738545,1053.046239,752.1758848,0.286914605,1
136.5510556,191.493272,28.9569436,198.8098413,878.1323538,627.2373956,0.286914605,1
136.5510556,296.0107239,28.9569436,388.5909575,1734.819423,1239.156731,0.538695579,1
171.1722498,240.0445317,28.9569436,212.5339218,1019.188494,727.9917816,0.286914605,1
99.57201141,139.6354659,28.9569436,196.5115254,745.9611104,532.8293646,0.286914605,1
99.57201141,215.8488124,28.9569436,345.9966005,1308.110543,934.3646739,0.538695579,1
99.57201141,290.9101386,28.9569436,412.9096372,1860.749633,1329.106881,0.657722443,1
99.57201141,191.7967834,28.9569436,301.2106474,1120.548076,800.391483,0.480846291,1
99.57201141,111.0902642,28.9569436,196.5115254,745.9611104,532.8293646,0.103683729,1
99.57201141,117.2228236,28.9569436,196.5115254,745.9611104,532.8293646,0.150574877,1
132.2831082,185.5080879,28.9569436,197.2442669,862.3229832,615.944988,0.286914605,1
132.2831082,286.7588131,28.9569436,383.512112,1680.886899,1200.6335,0.538695579,1
148.7734534,208.6334322,28.9569436,203.4483599,925.3285715,660.9489797,0.286914605,1
79.03455976,110.8346354,28.9569436,259.2213014,889.8912124,635.6365803,0.286914605,1
79.03455976,171.3284247,28.9569436,324.2997751,1111.903619,794.2168704,0.538695579,1
79.03455976,230.9078064,28.9569436,400.0317324,1515.438,1082.455714,0.657722443,1
79.03455976,152.2373017,28.9569436,282.9447313,966.2330651,690.1664751,0.480846291,1
79.03455976,88.17708915,28.9569436,259.2213014,889.8912124,635.6365803,0.103683729,1
79.03455976,93.04476354,28.9569436,259.2213014,889.8912124,635.6365803,0.150574877,1
79.03455976,242.2378273,28.9569436,406.8103298,1587.624852,1134.017751,0.673731553,1
45.29836243,63.52445686,28.9569436,364.7674809,1088.849013,777.7492952,0.286914605,1
45.29836243,98.19624606,28.9569436,364.7674809,1088.849013,777.7492952,0.538695579,1
45.29836243,132.3439459,28.9569436,364.7674809,1088.849013,777.7492952,0.657722443,1
45.29836243,87.25424025,28.9569436,364.7674809,1088.849013,777.7492952,0.480846291,1
45.29836243,50.53836897,28.9569436,364.7674809,1088.849013,777.7492952,0.103683729,1
45.29836243,53.32825834,28.9569436,364.7674809,1088.849013,777.7492952,0.150574877,1
45.29836243,138.837705,28.9569436,370.7914977,1118.23537,798.7395501,0.673731553,1
138.3445728,194.0084227,28.9569436,199.4761664,884.8796779,632.0569128,0.286914605,1
138.3445728,299.8986494,28.9569436,389.7804419,1759.869862,1257.049902,0.538695579,1
166.8289472,233.9536727,28.9569436,210.7134564,1000.245358,714.46097,0.286914605,1
40.46175289,56.74180563,28.9569436,374.208758,1107.192878,790.8520557,0.286914605,1
40.46175289,87.71160877,28.9569436,374.208758,1107.192878,790.8520557,0.538695579,1
40.46175289,118.2132808,28.9569436,374.208758,1107.192878,790.8520557,0.657722443,1
