Inlet TDS (g/kg),Outlet TDS (g/kg),Flow (L/s),CAPEX (kUSD/year),OPEX (kUSD/year),Energy (kW/year),Recovery,Status
40.46175289,45.65313115,6.111642106,86.92037444,233.6837308,166.9169506,0.11371352,1
62.08722632,87.0684307,6.111642106,77.36821628,211.8773586,151.3409704,0.286914605,1
62.08722632,134.5905729,6.111642106,77.36821628,211.8773586,151.3409704,0.538695579,1
62.08722632,181.3943834,6.111642106,90.37105825,270.101079,192.9293421,0.657722443,1
62.08722632,119.593148,6.111642106,77.36821628,211.8773586,151.3409704,0.480846291,1
62.08722632,69.2693286,6.111642106,77.36821628,211.8773586,151.3409704,0.103683729,1
62.08722632,73.09323047,6.111642106,77.36821628,211.8773586,151.3409704,0.150574877,1
62.08722632,190.2949147,6.111642106,92.17152602,281.3880214,200.9914439,0.673731553,1
199.0520069,279.1418927,6.111642106,65.6361384,243.8341803,174.1672717,0.286914605,1
180.4249018,253.0200492,6.111642106,63.09244199,225.0994136,160.7852954,0.286914605,1
39.69991957,55.67344365,6.111642106,87.12874739,234.2343986,167.3102847,0.286914605,1
39.69991957,86.06013246,6.111642106,87.12874739,234.2343986,167.3102847,0.538695579,1
39.69991957,115.9875043,6.111642106,87.12874739,234.2343986,167.3102847,0.657722443,1
39.69991957,76.47045356,6.111642106,87.12874739,234.2343986,167.3102847,0.480846291,1
39.69991957,44.29231159,6.111642106,87.12874739,234.2343986,167.3102847,0.103683729,1
39.69991957,46.73739742,6.111642106,87.12874739,234.2343986,167.3102847,0.150574877,1
39.69991957,121.6786971,6.111642106,87.12874739,234.2343986,167.3102847,0.673731553,1
39.69991957,280.4478701,6.111642106,91.4724355,392.7367869,280.5262764,0.858441002,1
39.69991957,44.79355206,6.111642106,87.12874739,234.2343986,167.3102847,0.11371352,1
163.8995097,229.8455567,6.111642106,60.95710088,209.6325074,149.7375053,0.286914605,1
45.8909094,64.35541901,6.111642106,85.11908482,229.294602,163.7818586,0.286914605,1
45.8909094,99.48074919,6.111642106,85.11908482,229.294602,163.7818586,0.538695579,1
45.8909094,134.0751344,6.111642106,85.15666029,229.4688656,163.9063325,0.657722443,1
45.8909094,88.39561123,6.111642106,85.11908482,229.294602,163.7818586,0.480846291,1
45.8909094,51.19946037,6.111642106,85.11908482,229.294602,163.7818586,0.103683729,1
45.8909094,54.02584423,6.111642106,85.11908482,229.294602,163.7818586,0.150574877,1
45.8909094,140.6538383,6.111642106,86.7935072,237.4768039,169.6262885,0.673731553,1
166.1365111,232.9826304,6.111642106,61.23928485,211.6625013,151.187501,0.286914605,1
68.91033792,96.63686618,6.111642106,73.4047385,202.8426929,144.8876378,0.286914605,1
68.91033792,149.3814817,6.111642106,77.22305654,216.591131,154.7079507,0.538695579,1
68.91033792,201.328824,6.111642106,92.69046978,289.2676813,206.6197724,0.657722443,1
68.91033792,132.7359061,6.111642106,73.4047385,202.8426929,144.8876378,0.480846291,1
68.91033792,76.88172148,6.111642106,73.4047385,202.8426929,144.8876378,0.103683729,1
68.91033792,81.12585326,6.111642106,73.4047385,202.8426929,144.8876378,0.150574877,1
68.91033792,211.2074843,6.111642106,94.54169206,302.0887706,215.7776933,0.673731553,1
123.736035,173.5220435,6.111642106,56.27536433,176.6003172,126.1430837,0.286914605,1
123.736035,268.230759,6.111642106,93.3179364,332.7360557,237.6686112,0.538695579,1
178.7399574,250.6571564,26.55745992,200.1711052,965.9187563,689.9419688,0.286914605,1
136.5510556,191.493272,26.55745992,184.27901,805.4865959,575.3475685,0.286914605,1
136.5510556,296.0107239,26.55745992,357.050497,1591.065616,1136.47544,0.538695579,1
171.1722498,240.0445317,26.55745992,197.1365714,934.8643943,667.7602817,0.286914605,1
99.57201141,139.6354659,26.55745992,181.7570761,684.1479047,488.6770748,0.286914605,1
99.57201141,215.8488124,26.55745992,317.4660145,1199.715474,856.9396244,0.538695579,1
99.57201141,290.9101386,26.55745992,379.170255,1706.560764,1218.971974,0.657722443,1
99.57201141,191.7967834,26.55745992,276.7955176,1027.695154,734.0679673,0.480846291,1
99.57201141,111.0902642,26.55745992,181.7570761,684.1479047,488.6770748,0.103683729,1
99.57201141,117.2228236,26.55745992,181.7570761,684.1479047,488.6770748,0.150574877,1
132.2831082,185.5080879,26.55745992,182.8121866,790.9860051,564.9900036,0.286914605,1
132.2831082,286.7588131,26.55745992,352.3236577,1541.602148,1101.144392,0.538695579,1
148.7734534,208.6334322,26.55745992,188.624932,848.7755251,606.2682322,0.286914605,1
79.03455976,110.8346354,26.55745992,238.3828747,816.151405,582.9652893,0.286914605,1
79.03455976,171.3284247,26.55745992,297.3485632,1019.76701,728.4050068,0.538695579,1
79.03455976,230.9078064,26.55745992,366.3772938,1389.86298,992.7592716,0.657722443,1
79.03455976,152.2373017,26.55745992,259.8784097,886.1672782,632.9766273,0.480846291,1
79.03455976,88.17708915,26.55745992,238.3828747,816.151405,582.9652893,0.103683729,1
79.03455976,93.04476354,26.55745992,238.3828747,816.151405,582.9652893,0.150574877,1
79.03455976,242.2378273,26.55745992,372.6914299,1456.068152,1040.04868,0.673731553,1
45.29836243,63.52445686,26.55745992,333.2657664,998.6227976,713.3019983,0.286914605,1
45.29836243,98.19624606,26.55745992,333.2657664,998.6227976,713.3019983,0.538695579,1
45.29836243,132.3439459,26.55745992,333.2657664,998.6227976,713.3019983,0.657722443,1
45.29836243,87.25424025,26.55745992,333.2657664,998.6227976,713.3019983,0.480846291,1
45.29836243,50.53836897,26.55745992,333.2657664,998.6227976,713.3019983,0.103683729,1
45.29836243,53.32825834,26.55745992,333.2657664,998.6227976,713.3019983,0.150574877,1
45.29836243,138.837705,26.55745992,338.7464072,1025.574088,732.5529199,0.673731553,1
138.3445728,194.0084227,26.55745992,184.9033061,811.6753345,579.7680961,0.286914605,1
138.3445728,299.8986494,26.55745992,358.2038946,1614.040279,1152.885913,0.538695579,1
166.8289472,233.9536727,26.55745992,195.4312822,917.4896934,655.349781,0.286914605,1
40.46175289,56.74180563,26.55745992,341.73701,1015.446619,725.3190136,0.286914605,1
40.46175289,87.71160877,26.55745992,341.73701,1015.446619,725.3190136,0.538695579,1
40.46175289,118.2132808,26.55745992,341.73701,1015.446619,725.3190136,0.657722443,1
40.46175289,77.9379059,26.55745992,341.73701,1015.446619,725.3190136,0.480846291,1
40.46175289,45.14227198,26.55745992,341.73701,1015.446619,725.3190136,0.103683729,1
40.46175289,47.6342785,26.55745992,341.73701,1015.446619,725.3190136,0.150574877,1
40.46175289,124.0136864,26.55745992,341.73701,1015.446619,725.3190136,0.673731553,1
40.46175289,285.8296073,26.55745992,316.4232125,1732.623728,1237.588377,0.858441002,1
40.46175289,45.65313115,26.55745992,341.73701,1015.446619,725.3190136,0.11371352,1
62.08722632,87.0684307,26.55745992,290.8525394,920.6894581,657.6353272,0.286914605,1
62.08722632,134.5905729,26.55745992,290.8525394,920.6894581,657.6353272,0.538695579,1
62.08722632,181.3943834,26.55745992,348.7945165,1173.694149,838.3529633,0.657722443,1
62.08722632,119.593148,26.55745992,290.8525394,920.6894581,657.6353272,0.480846291,1
62.08722632,69.2693286,26.55745992,290.8525394,920.6894581,657.6353272,0.103683729,1
62.08722632,73.09323047,26.55745992,290.8525394,920.6894581,657.6353272,0.150574877,1
62.08722632,190.2949147,26.55745992,355.7719377,1222.7403,873.3859284,0.673731553,1
199.0520069,279.1418927,26.55745992,208.7284796,1054.160718,752.9719414,0.286914605,1
180.4249018,253.0200492,26.55745992,200.857781,972.9678742,694.977053,0.286914605,1
39.69991957,55.67344365,26.55745992,342.8455789,1017.839485,727.0282033,0.286914605,1
39.69991957,86.06013246,26.55745992,342.8455789,1017.839485,727.0282033,0.538695579,1
39.69991957,115.9875043,26.55745992,342.8455789,1017.839485,727.0282033,0.657722443,1
39.69991957,76.47045356,26.55745992,342.8455789,1017.839485,727.0282033,0.480846291,1
39.69991957,44.29231159,26.55745992,342.8455789,1017.839485,727.0282033,0.103683729,1
39.69991957,46.73739742,26.55745992,342.8455789,1017.839485,727.0282033,0.150574877,1
39.69991957,121.6786971,26.55745992,342.8455789,1017.839485,727.0282033,0.673731553,1
39.69991957,280.4478701,26.55745992,316.6544077,1706.593955,1218.995682,0.858441002,1
39.69991957,44.79355206,26.55745992,342.8455789,1017.839485,727.0282033,0.11371352,1
163.8995097,229.8455567,26.55745992,194.2959883,905.9557861,647.1112758,0.286914605,1
45.8909094,64.35541901,26.55745992,332.076001,996.3741488,711.6958206,0.286914605,1
45.8909094,99.48074919,26.55745992,332.076001,996.3741488,711.6958206,0.538695579,1
45.8909094,134.0751344,26.55745992,332.2422093,997.1313918,712.2367084,0.657722443,1
45.8909094,88.39561123,26.55745992,332.076001,996.3741488,711.6958206,0.480846291,1
45.8909094,51.19946037,26.55745992,332.076001,996.3741488,711.6958206,0.103683729,1
45.8909094,54.02584423,26.55745992,332.076001,996.3741488,711.6958206,0.150574877,1
45.8909094,140.6538383,26.55745992,339.3382504,1031.928996,737.0921398,0.673731553,1
166.1365111,232.9826304,26.55745992,195.1618501,914.7499584,653.3928274,0.286914605,1
68.91033792,96.63686618,26.55745992,270.3252645,881.4303247,629.5930891,0.286914605,1
68.91033792,149.3814817,26.55745992,288.1188712,941.1726308,672.2661648,0.538695579,1
68.91033792,201.328824,26.55745992,355.8972369,1256.980484,897.8432028,0.657722443,1
68.91033792,132.7359061,26.55745992,270.3252645,881.4303247,629.5930891,0.480846291,1
68.91033792,76.88172148,26.55745992,270.3252645,881.4303247,629.5930891,0.103683729,1
68.91033792,81.12585326,26.55745992,270.3252645,881.4303247,629.5930891,0.150574877,1
68.91033792,211.2074843,26.55745992,362.6786309,1312.693099,937.6379279,0.673731553,1
123.736035,173.5220435,26.55745992,179.9551255,762.9068605,544.9334718,0.286914605,1
123.736035,268.230759,26.55745992,342.961979,1445.867462,1032.762473,0.538695579,1
178.7399574,250.6571564,12.42701913,106.9809644,452.8209752,323.4435537,0.286914605,1
136.5510556,191.493272,12.42701913,98.0672519,377.6709519,269.7649656,0.286914605,1
136.5510556,296.0107239,12.42701913,176.9522098,744.5065495,531.7903925,0.538695579,1
171.1722498,240.0445317,12.42701913,105.2815803,438.2756402,313.0540287,0.286914605,1
99.57201141,139.6354659,12.42701913,95.60228176,320.2832979,228.7737842,0.286914605,1
99.57201141,215.8488124,12.42701913,155.918429,561.3822707,400.9873362,0.538695579,1
99.57201141,290.9101386,12.42701913,189.964225,795.0887851,567.9205608,0.657722443,1
99.57201141,191.7967834,12.42701913,137.6428664,480.8888871,343.4920622,0.480846291,1
99.57201141,111.0902642,12.42701913,95.60228176,320.2832979,228.7737842,0.103683729,1
99.57201141,117.2228236,12.42701913,95.60228176,320.2832979,228.7737842,0.150574877,1
132.2831082,185.5080879,12.42701913,97.24362973,370.877673,264.9126236,0.286914605,1
132.2831082,286.7588131,12.42701913,174.4164116,721.3611335,515.2579525,0.538695579,1
148.7734534,208.6334322,12.42701913,100.5070822,397.9501126,284.2500805,0.286914605,1
79.03455976,110.8346354,12.42701913,119.3803105,381.9013248,272.7866605,0.286914605,1
79.03455976,171.3284247,12.42701913,145.3907407,477.1790743,340.8421959,0.538695579,1
